pmid,pmcid,title,figure_id,figure_title,figure_url,source_node_name,source_node_type,source_node_uri,target_node_name,target_node_type,target_node_uri,edge_type_annotation,edge_type_prediction,result
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Mitochondrial dysfunction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0002361,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Inflammation,process,http://purl.obolibrary.org/obo/GO_0006954,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,MDM2,molecule,http://purl.obolibrary.org/obo/PR_Q00987,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_Q00534,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,Rb,molecule,http://purl.obolibrary.org/obo/PR_P06400,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_Q00534,Rb,molecule,http://purl.obolibrary.org/obo/PR_P06400,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Rb,molecule,http://purl.obolibrary.org/obo/PR_P06400,G1 Arrest,process,http://purl.obolibrary.org/obo/GO_1902807,nega,posi,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_Q00534,nega,nega,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,MDM2,molecule,http://purl.obolibrary.org/obo/PR_Q00987,nega,posi,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_000030011,posi,nega,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,posi,nega,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tissue remodeling,process,http://purl.obolibrary.org/obo/GO_0048771,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,NK Cell,cell,http://purl.obolibrary.org/obo/CL_0000623,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Macrophage,cell,http://purl.obolibrary.org/obo/CL_0000235,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,CD4+ T Cell,cell,http://purl.obolibrary.org/obo/CL_0000624,,posi,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Glaucoma,disease,http://purl.obolibrary.org/obo/DOID_1686,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Idiopathic pulmonary fibrosis (IPF),disease,http://purl.obolibrary.org/obo/DOID_0050156,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Atherosclerosis,disease,http://purl.obolibrary.org/obo/DOID_1936,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Liver cirrhosis / NAFLD,disease,http://purl.obolibrary.org/obo/DOID_0080208,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Glomerulosclerosis,disease,http://purl.obolibrary.org/obo/DOID_0050851,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Type 2 Diabetes,disease,http://purl.obolibrary.org/obo/DOID_9352,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Cachexia,,http://purl.obolibrary.org/obo/SYMP_0000402,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Sarcopenia,,http://purl.obolibrary.org/obo/NCIT_C186726,posi,posi,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Osteoarthritis,disease,http://purl.obolibrary.org/obo/DOID_8398,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Wound healing/Fibrosis resolution,process,http://purl.obolibrary.org/obo/GO_0042060,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Wound healing/Fibrosis resolution,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060892,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Cell fate/differentiation,process,http://purl.obolibrary.org/obo/GO_0030154,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Cell fate/differentiation,process,http://purl.obolibrary.org/obo/GO_0045165,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Tumor Promotion,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060842,posi,nega,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Tissue dysfunction/Inflammation,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0039037,posi,nega,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Tissue dysfunction/Inflammation,process,http://purl.obolibrary.org/obo/GO_0006954,posi,nega,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Immune evasion,process,http://purl.obolibrary.org/obo/GO_0050900,posi,nega,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,nega,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Plasticity/Stemness,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060836,posi,posi,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Plasticity/Stemness,process,http://purl.obolibrary.org/obo/GO_0048866,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Telomere Erosion,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Oncogene activation,process,http://purl.obolibrary.org/obo/NCIT_C18909,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Oxidative stress,process,http://purl.obolibrary.org/obo/GO_0006979,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Irradiation,process,http://purl.obolibrary.org/obo/OBI_0302889,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Chemotherapy,process,http://purl.obolibrary.org/obo/NCIT_C15632,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,iPSC reprogramming,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060875,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Developmental cues,process,http://purl.obolibrary.org/obo/GO_0032502,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Tissue damage,process,http://purl.obolibrary.org/obo/NCIT_C50773,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,permanent cell cycle arrest (G1 or G2),process,http://purl.obolibrary.org/obo/GO_0007050,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,Enlarged cell size,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060118,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,BCL-2,molecule,http://purl.obolibrary.org/obo/PR_P10415,Resistance to apoptosis,process,http://purl.obolibrary.org/obo/GO_0043066,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,PI3K,molecule,http://purl.obolibrary.org/obo/PR_000026439,Resistance to apoptosis,process,http://purl.obolibrary.org/obo/GO_0043066,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,AKT,molecule,http://purl.obolibrary.org/obo/PR_P31749,Resistance to apoptosis,process,http://purl.obolibrary.org/obo/GO_0043066,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,Reinforcement of growth arrest,process,http://purl.obolibrary.org/obo/GO_0045926,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,Reinforcement of growth arrest,process,http://purl.obolibrary.org/obo/GO_0045926,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,Reinforcement of growth arrest,process,http://purl.obolibrary.org/obo/GO_0045926,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p15,molecule,http://purl.obolibrary.org/obo/PR_P42772,Reinforcement of growth arrest,process,http://purl.obolibrary.org/obo/GO_0045926,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p14,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,Reinforcement of growth arrest,process,http://purl.obolibrary.org/obo/GO_0045926,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p27,molecule,http://purl.obolibrary.org/obo/PR_P46527,Reinforcement of growth arrest,process,http://purl.obolibrary.org/obo/GO_0045926,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,NF-kB,molecule,http://purl.obolibrary.org/obo/GO_0035525,SASP genes,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060820,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,c/EBPβ,molecule,http://purl.obolibrary.org/obo/PR_P17676,SASP genes,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060820,posi,posi,True
